COUJDLIIBMQM_4	0.10	160	1000	0.5	4	gene1945	499	499	142	gene1945	1.14E-01	3.30E-24	2.26E-22	5.03E-01	5.04E-02	3.01E-01
COUJDLIIBMQM_5	0.10	160	1000	0.5	5	gene1945	499	499	142	gene1945	1.14E-01	5.42E-20	7.41E-15	4.14E-01	5.24E-02	2.43E-01
COUJDLIIBMQM_6	0.10	160	1000	0.5	6	gene1945	499	499	142	gene1945	1.14E-01	3.30E-24	2.17E-21	5.04E-01	5.19E-02	2.94E-01
COUJDLIIBMQM_7	0.10	160	1000	0.5	7	gene1945	499	499	142	gene1945	1.15E-01	1.11E-18	1.48E-19	4.50E-01	4.87E-02	2.81E-01
COUJDLIIBMQM_8	0.10	160	1000	0.5	8	gene1945	499	499	142	gene1945	1.13E-01	4.61E-23	4.56E-20	4.82E-01	5.15E-02	2.85E-01
COUJDLIIBMQM_9	0.10	160	1000	0.5	9	gene1945	499	499	142	gene1945	1.14E-01	1.26E-21	1.55E-19	4.70E-01	5.09E-02	2.81E-01
COUJDLIIBMQM_10	0.10	160	1000	0.5	10	gene1945	499	499	142	gene1945	1.14E-01	8.41E-21	1.50E-18	4.52E-01	5.04E-02	2.73E-01
ONYZQFYNDFOF_1	0.12	1.5	100	0.5	1	gene1945	49	49	1042	gene1945	1.22E-01	5.38E-01	5.43E-01	9.50E-02	1.55E-01	6.23E-02
ONYZQFYNDFOF_2	0.12	1.5	100	0.5	2	gene1945	49	49	1042	gene1945	1.22E-01	5.38E-01	5.43E-01	9.50E-02	1.55E-01	6.23E-02
ONYZQFYNDFOF_3	0.12	1.5	100	0.5	3	gene1945	49	49	1042	gene1945	1.12E-01	3.37E-01	3.42E-01	1.54E-01	1.61E-01	9.70E-02
ONYZQFYNDFOF_4	0.12	1.5	100	0.5	4	gene1945	49	49	1042	gene1945	1.33E-01	3.72E-01	3.77E-01	1.33E-01	1.50E-01	9.02E-02
ONYZQFYNDFOF_5	0.12	1.5	100	0.5	5	gene1945	49	49	1042	gene1945	1.22E-01	2.18E-01	2.22E-01	1.90E-01	1.54E-01	1.25E-01
ONYZQFYNDFOF_6	0.12	1.5	100	0.5	6	gene1945	49	49	1042	gene1945	1.33E-01	3.72E-01	4.36E-01	1.20E-01	1.54E-01	7.96E-02
ONYZQFYNDFOF_7	0.12	1.5	100	0.5	7	gene1945	49	49	1042	gene1945	1.22E-01	2.18E-01	2.10E-01	2.11E-01	1.67E-01	1.28E-01
ONYZQFYNDFOF_8	0.12	1.5	100	0.5	8	gene1945	49	49	1042	gene1945	1.12E-01	3.37E-01	3.42E-01	1.54E-01	1.61E-01	9.70E-02
ONYZQFYNDFOF_9	0.12	1.5	100	0.5	9	gene1945	49	49	1042	gene1945	1.22E-01	2.18E-01	2.69E-01	1.95E-01	1.75E-01	1.13E-01
ONYZQFYNDFOF_10	0.12	1.5	100	0.5	10	gene1945	49	49	1042	gene1945	1.12E-01	3.37E-01	3.42E-01	1.54E-01	1.61E-01	9.70E-02
CZWKQOYSLCGJ_1	0.12	1.5	200	0.5	1	gene1945	99	99	942	gene1945	1.26E-01	2.85E-01	2.53E-01	1.24E-01	1.09E-01	8.16E-02
CZWKQOYSLCGJ_2	0.12	1.5	200	0.5	2	gene1945	99	99	942	gene1945	1.31E-01	2.07E-01	3.02E-01	1.12E-01	1.08E-01	7.38E-02
CZWKQOYSLCGJ_3	0.12	1.5	200	0.5	3	gene1945	99	99	942	gene1945	1.31E-01	4.00E-01	3.15E-01	1.09E-01	1.09E-01	7.18E-02
CZWKQOYSLCGJ_4	0.12	1.5	200	0.5	4	gene1945	99	99	942	gene1945	1.21E-01	3.84E-01	3.68E-01	1.01E-01	1.12E-01	6.43E-02
CZWKQOYSLCGJ_5	0.12	1.5	200	0.5	5	gene1945	99	99	942	gene1945	1.41E-01	4.15E-01	4.17E-01	8.32E-02	1.02E-01	5.80E-02
CZWKQOYSLCGJ_6	0.12	1.5	200	0.5	6	gene1945	99	99	942	gene1945	1.21E-01	1.91E-01	1.93E-01	1.42E-01	1.09E-01	9.28E-02
CZWKQOYSLCGJ_7	0.12	1.5	200	0.5	7	gene1945	99	99	942	gene1945	1.21E-01	3.84E-01	3.86E-01	9.48E-02	1.09E-01	6.19E-02
CZWKQOYSLCGJ_8	0.12	1.5	200	0.5	8	gene1945	99	99	942	gene1945	1.41E-01	2.21E-01	2.23E-01	1.25E-01	1.02E-01	8.70E-02
CZWKQOYSLCGJ_9	0.12	1.5	200	0.5	9	gene1945	99	99	942	gene1945	1.16E-01	2.67E-01	2.70E-01	1.23E-01	1.11E-01	7.88E-02
CZWKQOYSLCGJ_10	0.12	1.5	200	0.5	10	gene1945	99	99	942	gene1945	1.21E-01	3.84E-01	3.86E-01	9.48E-02	1.09E-01	6.19E-02
NRHRVUELLQMY_1	0.12	1.5	300	0.5	1	gene1945	149	149	842	gene1945	1.28E-01	2.97E-01	2.99E-01	9.05E-02	8.70E-02	6.04E-02
NRHRVUELLQMY_2	0.12	1.5	300	0.5	2	gene1945	149	149	842	gene1945	1.34E-01	4.97E-01	3.64E-01	8.00E-02	8.81E-02	5.28E-02
NRHRVUELLQMY_3	0.12	1.5	300	0.5	3	gene1945	149	149	842	gene1945	1.31E-01	2.29E-01	2.21E-01	1.08E-01	8.77E-02	7.11E-02
NRHRVUELLQMY_4	0.12	1.5	300	0.5	4	gene1945	149	149	842	gene1945	1.34E-01	3.08E-01	3.10E-01	8.66E-02	8.51E-02	5.91E-02
NRHRVUELLQMY_5	0.12	1.5	300	0.5	5	gene1945	149	149	842	gene1945	1.38E-01	6.14E-01	6.15E-01	4.24E-02	8.43E-02	2.92E-02
NRHRVUELLQMY_6	0.12	1.5	300	0.5	6	gene1945	149	149	842	gene1945	1.31E-01	2.29E-01	2.31E-01	1.03E-01	8.60E-02	6.96E-02
NRHRVUELLQMY_7	0.12	1.5	300	0.5	7	gene1945	149	149	842	gene1945	1.41E-01	3.18E-01	2.65E-01	9.93E-02	8.88E-02	6.48E-02
NRHRVUELLQMY_8	0.12	1.5	300	0.5	8	gene1945	149	149	842	gene1945	1.31E-01	2.29E-01	2.31E-01	1.03E-01	8.60E-02	6.96E-02
NRHRVUELLQMY_9	0.12	1.5	300	0.5	9	gene1945	149	149	842	gene1945	1.34E-01	3.08E-01	3.10E-01	8.66E-02	8.51E-02	5.91E-02
NRHRVUELLQMY_10	0.12	1.5	300	0.5	10	gene1945	149	149	842	gene1945	1.38E-01	2.39E-01	2.41E-01	9.90E-02	8.42E-02	6.82E-02
JBUKBZQYLNUM_1	0.12	1.5	400	0.5	1	gene1945	199	199	742	gene1945	1.38E-01	1.91E-01	2.41E-01	9.04E-02	7.69E-02	5.90E-02
JBUKBZQYLNUM_2	0.12	1.5	400	0.5	2	gene1945	199	199	742	gene1945	1.38E-01	3.09E-01	2.98E-01	7.82E-02	7.51E-02	5.23E-02
JBUKBZQYLNUM_3	0.12	1.5	400	0.5	3	gene1945	199	199	742	gene1945	1.36E-01	3.80E-01	3.81E-01	6.43E-02	7.33E-02	4.40E-02
JBUKBZQYLNUM_4	0.12	1.5	400	0.5	4	gene1945	199	199	742	gene1945	1.38E-01	1.91E-01	1.92E-01	9.49E-02	7.27E-02	6.55E-02
JBUKBZQYLNUM_5	0.12	1.5	400	0.5	5	gene1945	199	199	742	gene1945	1.38E-01	4.68E-01	4.69E-01	5.27E-02	7.28E-02	3.64E-02
JBUKBZQYLNUM_6	0.12	1.5	400	0.5	6	gene1945	199	199	742	gene1945	1.38E-01	1.10E-01	1.54E-01	1.05E-01	7.38E-02	7.16E-02
JBUKBZQYLNUM_7	0.12	1.5	400	0.5	7	gene1945	199	199	742	gene1945	1.31E-01	7.43E-02	7.46E-02	1.33E-01	7.43E-02	8.95E-02
JBUKBZQYLNUM_8	0.12	1.5	400	0.5	8	gene1945	199	199	742	gene1945	1.33E-01	1.84E-01	1.85E-01	9.79E-02	7.38E-02	6.66E-02
JBUKBZQYLNUM_9	0.12	1.5	400	0.5	9	gene1945	199	199	742	gene1945	1.31E-01	1.37E-01	1.85E-01	1.07E-01	8.07E-02	6.66E-02
JBUKBZQYLNUM_10	0.12	1.5	400	0.5	10	gene1945	199	199	742	gene1945	1.28E-01	9.90E-02	2.07E-01	9.94E-02	7.86E-02	6.34E-02
VUXOWNKMEKGD_1	0.12	1.5	500	0.5	1	gene1945	249	249	642	gene1945	1.33E-01	1.13E-01	1.13E-01	1.05E-01	6.60E-02	7.11E-02
VUXOWNKMEKGD_2	0.12	1.5	500	0.5	2	gene1945	249	249	642	gene1945	1.33E-01	1.86E-01	1.80E-01	9.37E-02	6.98E-02	6.02E-02
VUXOWNKMEKGD_3	0.12	1.5	500	0.5	3	gene1945	249	249	642	gene1945	1.35E-01	1.49E-01	1.58E-01	9.34E-02	6.60E-02	6.34E-02
VUXOWNKMEKGD_4	0.12	1.5	500	0.5	4	gene1945	249	249	642	gene1945	1.31E-01	1.43E-01	1.44E-01	9.73E-02	6.65E-02	6.56E-02
VUXOWNKMEKGD_5	0.12	1.5	500	0.5	5	gene1945	249	249	642	gene1945	1.27E-01	7.97E-02	8.09E-02	1.30E-01	7.41E-02	7.83E-02
VUXOWNKMEKGD_6	0.12	1.5	500	0.5	6	gene1945	249	249	642	gene1945	1.29E-01	1.81E-01	2.02E-01	9.47E-02	7.41E-02	5.73E-02
VUXOWNKMEKGD_7	0.12	1.5	500	0.5	7	gene1945	249	249	642	gene1945	1.39E-01	1.54E-01	2.50E-01	8.04E-02	6.98E-02	5.17E-02
VUXOWNKMEKGD_8	0.12	1.5	500	0.5	8	gene1945	249	249	642	gene1945	1.20E-01	1.69E-01	1.69E-01	9.47E-02	6.88E-02	6.17E-02
VUXOWNKMEKGD_9	0.12	1.5	500	0.5	9	gene1945	249	249	642	gene1945	1.33E-01	1.13E-01	1.13E-01	1.05E-01	6.60E-02	7.11E-02
VUXOWNKMEKGD_10	0.12	1.5	500	0.5	10	gene1945	249	249	642	gene1945	1.35E-01	1.49E-01	2.57E-01	7.76E-02	6.83E-02	5.09E-02
DFROQEQJSGGN_1	0.12	1.5	600	0.5	1	gene1945	299	299	542	gene1945	1.27E-01	4.95E-02	9.97E-02	1.04E-01	6.32E-02	6.74E-02
DFROQEQJSGGN_2	0.12	1.5	600	0.5	2	gene1945	299	299	542	gene1945	1.32E-01	1.84E-01	1.85E-01	8.02E-02	6.04E-02	5.43E-02
DFROQEQJSGGN_3	0.12	1.5	600	0.5	3	gene1945	299	299	542	gene1945	1.32E-01	7.01E-02	6.89E-02	1.11E-01	6.10E-02	7.44E-02
DFROQEQJSGGN_4	0.12	1.5	600	0.5	4	gene1945	299	299	542	gene1945	1.37E-01	5.72E-02	5.73E-02	1.13E-01	5.94E-02	7.78E-02
DFROQEQJSGGN_5	0.12	1.5	600	0.5	5	gene1945	299	299	542	gene1945	1.30E-01	8.91E-02	8.02E-02	1.15E-01	6.59E-02	7.16E-02
DFROQEQJSGGN_6	0.12	1.5	600	0.5	6	gene1945	299	299	542	gene1945	1.27E-01	4.95E-02	5.00E-02	1.23E-01	6.26E-02	8.02E-02
DFROQEQJSGGN_7	0.12	1.5	600	0.5	7	gene1945	299	299	542	gene1945	1.35E-01	4.22E-02	4.23E-02	1.21E-01	5.96E-02	8.31E-02
DFROQEQJSGGN_8	0.12	1.5	600	0.5	8	gene1945	299	299	542	gene1945	1.35E-01	7.31E-02	7.33E-02	1.07E-01	5.97E-02	7.33E-02
DFROQEQJSGGN_9	0.12	1.5	600	0.5	9	gene1945	299	299	542	gene1945	1.35E-01	1.20E-01	1.21E-01	9.28E-02	5.97E-02	6.35E-02
DFROQEQJSGGN_10	0.12	1.5	600	0.5	10	gene1945	299	299	542	gene1945	1.35E-01	1.89E-01	7.37E-01	2.26E-02	6.71E-02	1.38E-02
MOLOUPQIGGZO_1	0.12	1.5	700	0.5	1	gene1945	349	349	442	gene1945	1.30E-01	5.60E-02	1.36E-01	8.85E-02	5.93E-02	5.65E-02
MOLOUPQIGGZO_2	0.12	1.5	700	0.5	2	gene1945	349	349	442	gene1945	1.33E-01	2.21E-01	2.21E-01	6.82E-02	5.57E-02	4.64E-02
MOLOUPQIGGZO_3	0.12	1.5	700	0.5	3	gene1945	349	349	442	gene1945	1.33E-01	1.48E-01	1.48E-01	8.06E-02	5.57E-02	5.48E-02
MOLOUPQIGGZO_4	0.12	1.5	700	0.5	4	gene1945	349	349	442	gene1945	1.33E-01	9.48E-02	8.82E-02	9.55E-02	5.59E-02	6.46E-02
MOLOUPQIGGZO_5	0.12	1.5	700	0.5	5	gene1945	349	349	442	gene1945	1.36E-01	1.51E-01	1.52E-01	7.92E-02	5.52E-02	5.43E-02
MOLOUPQIGGZO_6	0.12	1.5	700	0.5	6	gene1945	349	349	442	gene1945	1.32E-01	1.79E-01	1.80E-01	7.51E-02	5.60E-02	5.08E-02
MOLOUPQIGGZO_7	0.12	1.5	700	0.5	7	gene1945	349	349	442	gene1945	1.36E-01	3.60E-02	3.38E-02	1.20E-01	5.62E-02	8.03E-02
MOLOUPQIGGZO_8	0.12	1.5	700	0.5	8	gene1945	349	349	442	gene1945	1.32E-01	2.52E-02	2.52E-02	1.25E-01	5.58E-02	8.47E-02
MOLOUPQIGGZO_9	0.12	1.5	700	0.5	9	gene1945	349	349	442	gene1945	1.33E-01	9.48E-02	9.50E-02	9.30E-02	5.57E-02	6.32E-02
MOLOUPQIGGZO_10	0.12	1.5	700	0.5	10	gene1945	349	349	442	gene1945	1.32E-01	1.17E-01	2.32E-01	7.14E-02	5.98E-02	4.53E-02
CBJICVZHDXNO_1	0.12	1.5	800	0.5	1	gene1945	399	399	342	gene1945	1.33E-01	1.44E-01	2.47E-01	6.37E-02	5.50E-02	4.11E-02
CBJICVZHDXNO_2	0.12	1.5	800	0.5	2	gene1945	399	399	342	gene1945	1.32E-01	4.66E-02	4.81E-02	1.04E-01	5.26E-02	7.00E-02
CBJICVZHDXNO_3	0.12	1.5	800	0.5	3	gene1945	399	399	342	gene1945	1.34E-01	4.84E-02	4.85E-02	1.03E-01	5.19E-02	6.99E-02
CBJICVZHDXNO_4	0.12	1.5	800	0.5	4	gene1945	399	399	342	gene1945	1.37E-01	1.22E-01	1.23E-01	7.98E-02	5.16E-02	5.47E-02
CBJICVZHDXNO_5	0.12	1.5	800	0.5	5	gene1945	399	399	342	gene1945	1.35E-01	2.28E-02	2.28E-02	1.18E-01	5.16E-02	8.06E-02
CBJICVZHDXNO_6	0.12	1.5	800	0.5	6	gene1945	399	399	342	gene1945	1.32E-01	1.73E-01	1.74E-01	7.13E-02	5.24E-02	4.82E-02
CBJICVZHDXNO_7	0.12	1.5	800	0.5	7	gene1945	399	399	342	gene1945	1.33E-01	9.51E-02	9.54E-02	8.70E-02	5.21E-02	5.91E-02
CBJICVZHDXNO_8	0.12	1.5	800	0.5	8	gene1945	399	399	342	gene1945	1.34E-01	7.74E-02	7.76E-02	9.17E-02	5.19E-02	6.25E-02
CBJICVZHDXNO_9	0.12	1.5	800	0.5	9	gene1945	399	399	342	gene1945	1.32E-01	1.60E-02	1.60E-02	1.26E-01	5.22E-02	8.53E-02
CBJICVZHDXNO_10	0.12	1.5	800	0.5	10	gene1945	399	399	342	gene1945	1.30E-01	2.07E-02	2.07E-02	1.22E-01	5.25E-02	8.19E-02
GVYKQFTTHWWT_1	0.12	1.5	900	0.5	1	gene1945	449	449	242	gene1945	1.36E-01	5.14E-02	7.75E-02	9.30E-02	5.26E-02	5.89E-02
GVYKQFTTHWWT_2	0.12	1.5	900	0.5	2	gene1945	449	449	242	gene1945	1.35E-01	4.01E-02	3.92E-02	1.04E-01	5.05E-02	6.88E-02
GVYKQFTTHWWT_3	0.12	1.5	900	0.5	3	gene1945	449	449	242	gene1945	1.34E-01	2.39E-01	2.40E-01	5.77E-02	4.91E-02	3.93E-02
GVYKQFTTHWWT_4	0.12	1.5	900	0.5	4	gene1945	449	449	242	gene1945	1.34E-01	7.75E-02	7.77E-02	8.66E-02	4.90E-02	5.89E-02
GVYKQFTTHWWT_5	0.12	1.5	900	0.5	5	gene1945	449	449	242	gene1945	1.35E-01	4.01E-02	4.02E-02	1.00E-01	4.88E-02	6.85E-02
GVYKQFTTHWWT_6	0.12	1.5	900	0.5	6	gene1945	449	449	242	gene1945	1.30E-01	5.96E-02	5.97E-02	9.34E-02	4.95E-02	6.29E-02
GVYKQFTTHWWT_7	0.12	1.5	900	0.5	7	gene1945	449	449	242	gene1945	1.35E-01	4.01E-02	5.22E-02	9.98E-02	5.14E-02	6.48E-02
GVYKQFTTHWWT_8	0.12	1.5	900	0.5	8	gene1945	449	449	242	gene1945	1.35E-01	2.04E-01	1.97E-01	6.42E-02	4.98E-02	4.31E-02
GVYKQFTTHWWT_9	0.12	1.5	900	0.5	9	gene1945	449	449	242	gene1945	1.31E-01	7.54E-02	2.71E-01	5.80E-02	5.26E-02	3.68E-02
GVYKQFTTHWWT_10	0.12	1.5	900	0.5	10	gene1945	449	449	242	gene1945	1.35E-01	2.46E-02	5.65E-02	9.62E-02	5.03E-02	6.37E-02
MXDRYQDTNNDW_1	0.12	1.5	1000	0.5	1	gene1945	499	499	142	gene1945	1.32E-01	1.35E-01	1.35E-01	6.98E-02	4.67E-02	4.73E-02
MXDRYQDTNNDW_2	0.12	1.5	1000	0.5	2	gene1945	499	499	142	gene1945	1.35E-01	5.19E-02	5.20E-02	8.99E-02	4.62E-02	6.15E-02
MXDRYQDTNNDW_3	0.12	1.5	1000	0.5	3	gene1945	499	499	142	gene1945	1.34E-01	6.33E-02	6.34E-02	8.62E-02	4.64E-02	5.88E-02
MXDRYQDTNNDW_4	0.12	1.5	1000	0.5	4	gene1945	499	499	142	gene1945	1.35E-01	2.07E-02	3.59E-02	1.04E-01	4.94E-02	6.64E-02
MXDRYQDTNNDW_5	0.12	1.5	1000	0.5	5	gene1945	499	499	142	gene1945	1.34E-01	4.11E-02	4.11E-02	9.48E-02	4.64E-02	6.47E-02
MXDRYQDTNNDW_6	0.12	1.5	1000	0.5	6	gene1945	499	499	142	gene1945	1.32E-01	2.49E-02	2.49E-02	1.05E-01	4.66E-02	7.10E-02
MXDRYQDTNNDW_7	0.12	1.5	1000	0.5	7	gene1945	499	499	142	gene1945	1.33E-01	1.19E-02	5.01E-03	1.37E-01	4.86E-02	8.88E-02
MXDRYQDTNNDW_8	0.12	1.5	1000	0.5	8	gene1945	499	499	142	gene1945	1.33E-01	7.68E-02	7.69E-02	8.24E-02	4.65E-02	5.60E-02
MXDRYQDTNNDW_9	0.12	1.5	1000	0.5	9	gene1945	499	499	142	gene1945	1.34E-01	1.37E-01	1.38E-01	6.90E-02	4.64E-02	4.70E-02
MXDRYQDTNNDW_10	0.12	1.5	1000	0.5	10	gene1945	499	499	142	gene1945	1.34E-01	2.59E-02	1.62E-02	1.19E-01	4.96E-02	7.61E-02
QECBKKELNNLU_1	0.12	5	100	0.5	1	gene1945	49	49	1042	gene1945	1.33E-01	1.36E-01	1.39E-01	2.22E-01	1.49E-01	1.50E-01
QECBKKELNNLU_2	0.12	5	100	0.5	2	gene1945	49	49	1042	gene1945	1.22E-01	6.45E-02	9.47E-02	2.64E-01	1.56E-01	1.70E-01
QECBKKELNNLU_3	0.12	5	100	0.5	3	gene1945	49	49	1042	gene1945	1.33E-01	1.36E-01	2.59E-01	1.75E-01	1.54E-01	1.15E-01
QECBKKELNNLU_4	0.12	5	100	0.5	4	gene1945	49	49	1042	gene1945	1.12E-01	2.51E-02	1.81E-01	2.32E-01	1.72E-01	1.36E-01
QECBKKELNNLU_5	0.12	5	100	0.5	5	gene1945	49	49	1042	gene1945	1.22E-01	6.45E-02	6.56E-02	2.85E-01	1.53E-01	1.87E-01
QECBKKELNNLU_6	0.12	5	100	0.5	6	gene1945	49	49	1042	gene1945	1.53E-01	1.16E-02	1.13E-02	3.54E-01	1.37E-01	2.55E-01
QECBKKELNNLU_7	0.12	5	100	0.5	7	gene1945	49	49	1042	gene1945	1.33E-01	1.36E-01	2.01E-01	1.99E-01	1.54E-01	1.30E-01
QECBKKELNNLU_8	0.12	5	100	0.5	8	gene1945	49	49	1042	gene1945	1.33E-01	1.36E-01	1.95E-01	2.08E-01	1.59E-01	1.32E-01
QECBKKELNNLU_9	0.12	5	100	0.5	9	gene1945	49	49	1042	gene1945	1.12E-01	2.51E-02	3.47E-02	3.44E-01	1.61E-01	2.14E-01
QECBKKELNNLU_10	0.12	5	100	0.5	10	gene1945	49	49	1042	gene1945	1.22E-01	6.45E-02	9.44E-02	2.61E-01	1.54E-01	1.70E-01
SGAJHSLUDWBV_1	0.12	5	200	0.5	1	gene1945	99	99	942	gene1945	1.31E-01	3.22E-03	7.87E-03	2.89E-01	1.08E-01	1.88E-01
SGAJHSLUDWBV_2	0.12	5	200	0.5	2	gene1945	99	99	942	gene1945	1.26E-01	1.33E-03	1.23E-03	3.43E-01	1.05E-01	2.28E-01
SGAJHSLUDWBV_3	0.12	5	200	0.5	3	gene1945	99	99	942	gene1945	1.26E-01	5.41E-03	5.25E-03	2.98E-01	1.05E-01	1.98E-01
SGAJHSLUDWBV_4	0.12	5	200	0.5	4	gene1945	99	99	942	gene1945	1.31E-01	1.52E-04	3.14E-03	3.34E-01	1.12E-01	2.09E-01
SGAJHSLUDWBV_5	0.12	5	200	0.5	5	gene1945	99	99	942	gene1945	1.26E-01	5.41E-03	5.25E-03	2.98E-01	1.05E-01	1.98E-01
SGAJHSLUDWBV_6	0.12	5	200	0.5	6	gene1945	99	99	942	gene1945	1.31E-01	1.16E-02	1.48E-02	2.63E-01	1.07E-01	1.73E-01
SGAJHSLUDWBV_7	0.12	5	200	0.5	7	gene1945	99	99	942	gene1945	1.26E-01	2.75E-04	2.38E-03	3.33E-01	1.08E-01	2.15E-01
SGAJHSLUDWBV_8	0.12	5	200	0.5	8	gene1945	99	99	942	gene1945	1.26E-01	5.41E-03	6.50E-03	2.94E-01	1.07E-01	1.93E-01
SGAJHSLUDWBV_9	0.12	5	200	0.5	9	gene1945	99	99	942	gene1945	1.21E-01	4.94E-04	4.37E-04	3.79E-01	1.06E-01	2.48E-01
SGAJHSLUDWBV_10	0.12	5	200	0.5	10	gene1945	99	99	942	gene1945	1.21E-01	2.30E-03	2.17E-03	3.32E-01	1.07E-01	2.17E-01
GVVSYFYURZFA_1	0.12	5	300	0.5	1	gene1945	149	149	842	gene1945	1.48E-01	2.18E-05	5.30E-05	3.61E-01	8.80E-02	2.32E-01
GVVSYFYURZFA_2	0.12	5	300	0.5	2	gene1945	149	149	842	gene1945	1.34E-01	4.54E-05	7.63E-04	3.05E-01	8.97E-02	1.94E-01
GVVSYFYURZFA_3	0.12	5	300	0.5	3	gene1945	149	149	842	gene1945	1.34E-01	4.54E-05	3.78E-04	3.21E-01	8.94E-02	2.05E-01
GVVSYFYURZFA_4	0.12	5	300	0.5	4	gene1945	149	149	842	gene1945	1.38E-01	2.62E-05	8.76E-06	3.74E-01	8.26E-02	2.54E-01
GVVSYFYURZFA_5	0.12	5	300	0.5	5	gene1945	149	149	842	gene1945	1.31E-01	7.80E-05	8.89E-05	3.52E-01	8.86E-02	2.25E-01
GVVSYFYURZFA_6	0.12	5	300	0.5	6	gene1945	149	149	842	gene1945	1.31E-01	7.80E-05	2.47E-04	3.27E-01	8.83E-02	2.11E-01
GVVSYFYURZFA_7	0.12	5	300	0.5	7	gene1945	149	149	842	gene1945	1.28E-01	6.32E-06	5.34E-06	3.93E-01	8.48E-02	2.60E-01
GVVSYFYURZFA_8	0.12	5	300	0.5	8	gene1945	149	149	842	gene1945	1.24E-01	5.34E-05	9.52E-05	3.55E-01	8.96E-02	2.24E-01
GVVSYFYURZFA_9	0.12	5	300	0.5	9	gene1945	149	149	842	gene1945	1.31E-01	3.10E-04	2.81E-04	3.10E-01	8.43E-02	2.09E-01
GVVSYFYURZFA_10	0.12	5	300	0.5	10	gene1945	149	149	842	gene1945	1.28E-01	1.33E-04	1.95E-04	3.26E-01	8.64E-02	2.14E-01
ZOZBFVSIQTXQ_1	0.12	5	400	0.5	1	gene1945	199	199	742	gene1945	1.31E-01	3.12E-05	2.79E-05	3.10E-01	7.30E-02	2.08E-01
ZOZBFVSIQTXQ_2	0.12	5	400	0.5	2	gene1945	199	199	742	gene1945	1.33E-01	6.79E-05	6.18E-05	2.98E-01	7.36E-02	1.99E-01
ZOZBFVSIQTXQ_3	0.12	5	400	0.5	3	gene1945	199	199	742	gene1945	1.33E-01	1.88E-05	1.67E-04	2.87E-01	7.54E-02	1.88E-01
ZOZBFVSIQTXQ_4	0.12	5	400	0.5	4	gene1945	199	199	742	gene1945	1.33E-01	6.91E-04	6.56E-04	2.50E-01	7.29E-02	1.70E-01
ZOZBFVSIQTXQ_5	0.12	5	400	0.5	5	gene1945	199	199	742	gene1945	1.31E-01	1.94E-06	2.06E-06	3.54E-01	7.34E-02	2.35E-01
ZOZBFVSIQTXQ_6	0.12	5	400	0.5	6	gene1945	199	199	742	gene1945	1.46E-01	6.95E-05	2.36E-04	2.81E-01	7.57E-02	1.83E-01
ZOZBFVSIQTXQ_7	0.12	5	400	0.5	7	gene1945	199	199	742	gene1945	1.31E-01	1.10E-04	9.95E-05	2.88E-01	7.31E-02	1.94E-01
ZOZBFVSIQTXQ_8	0.12	5	400	0.5	8	gene1945	199	199	742	gene1945	1.28E-01	1.37E-05	2.68E-05	3.23E-01	7.60E-02	2.09E-01
ZOZBFVSIQTXQ_9	0.12	5	400	0.5	9	gene1945	199	199	742	gene1945	1.36E-01	6.47E-07	1.22E-06	3.58E-01	7.26E-02	2.40E-01
ZOZBFVSIQTXQ_10	0.12	5	400	0.5	10	gene1945	199	199	742	gene1945	1.41E-01	1.53E-05	3.59E-05	3.07E-01	7.35E-02	2.06E-01
MFUFFQLBYCKO_1	0.12	5	500	0.5	1	gene1945	249	249	642	gene1945	1.33E-01	2.35E-05	2.93E-04	2.52E-01	6.91E-02	1.62E-01
MFUFFQLBYCKO_2	0.12	5	500	0.5	2	gene1945	249	249	642	gene1945	1.39E-01	1.59E-06	3.04E-06	3.09E-01	6.55E-02	2.07E-01
MFUFFQLBYCKO_3	0.12	5	500	0.5	3	gene1945	249	249	642	gene1945	1.35E-01	4.30E-06	1.42E-06	3.25E-01	6.65E-02	2.14E-01
MFUFFQLBYCKO_4	0.12	5	500	0.5	4	gene1945	249	249	642	gene1945	1.35E-01	7.28E-08	7.69E-07	3.42E-01	6.84E-02	2.19E-01
MFUFFQLBYCKO_5	0.12	5	500	0.5	5	gene1945	249	249	642	gene1945	1.35E-01	1.63E-08	1.03E-08	3.71E-01	6.37E-02	2.53E-01
MFUFFQLBYCKO_6	0.12	5	500	0.5	6	gene1945	249	249	642	gene1945	1.29E-01	8.51E-08	2.06E-06	3.43E-01	7.15E-02	2.11E-01
MFUFFQLBYCKO_7	0.12	5	500	0.5	7	gene1945	249	249	642	gene1945	1.29E-01	8.51E-08	5.89E-08	3.59E-01	6.51E-02	2.40E-01
MFUFFQLBYCKO_8	0.12	5	500	0.5	8	gene1945	249	249	642	gene1945	1.41E-01	1.17E-05	6.80E-06	2.90E-01	6.38E-02	2.00E-01
MFUFFQLBYCKO_9	0.12	5	500	0.5	9	gene1945	249	249	642	gene1945	1.37E-01	7.08E-07	5.68E-05	2.82E-01	6.95E-02	1.79E-01
MFUFFQLBYCKO_10	0.12	5	500	0.5	10	gene1945	249	249	642	gene1945	1.39E-01	1.87E-05	1.64E-05	2.78E-01	6.38E-02	1.92E-01
PPQFQWDPXZGS_1	0.12	5	600	0.5	1	gene1945	299	299	542	gene1945	1.29E-01	1.52E-07	1.75E-07	3.19E-01	6.04E-02	2.12E-01
