HS11286.2	HS11286:382-822
HS11286.9578	HS11286:4730140-4730352
HS11286.9580	HS11286:4730424-4730693
HS11286.9582	HS11286:4730842-4731786
HS11286.9584	HS11286:4731786-4732187
HS11286.9586	HS11286:4732290-4734980
HS11286.9588	HS11286:4735005-4736492
HS11286.9590	HS11286:4736520-4736789
HS11286.9592	HS11286:4736805-4736963
HS11286.9594	HS11286:4737181-4737257
HS11286.9596	HS11286:4737430-4737585
HS11286.9598	HS11286:4737565-4738908
HS11286.9600	HS11286:4739078-4739707
HS11286.9602	HS11286:4740000-4740125
HS11286.9604	HS11286:4740253-4740600
HS11286.9606	HS11286:4740642-4740890
HS11286.9608	HS11286:4741188-4741274
HS11286.9610	HS11286:4741284-4741613
HS11286.9612	HS11286:4741843-4743180
HS11286.9614	HS11286:4743173-4744021
HS11286.9616	HS11286:4744115-4746049
HS11286.9618	HS11286:4746149-4746778
HS11286.9620	HS11286:4746863-4747195
HS11286.9622	HS11286:4747348-4747824
HS11286.9624	HS11286:4748087-4749493
HS11286.9626	HS11286:4749545-4750723
HS11286.9628	HS11286:4750739-4751704
HS11286.9630	HS11286:4751798-4752055
HS11286.9632	HS11286:4752121-4752438
HS11286.9634	HS11286:4752648-4753619
HS11286.9636	HS11286:4753817-4754089
HS11286.9638	HS11286:4754145-4755404
HS11286.9640	HS11286:4755458-4755712
HS11286.9642	HS11286:4755849-4756139
HS11286.9644	HS11286:4756139-4756774
HS11286.9646	HS11286:4756793-4757344
HS11286.9648	HS11286:4757349-4758131
HS11286.9650	HS11286:4758139-4758987
HS11286.9652	HS11286:4759161-4760138
HS11286.9654	HS11286:4760135-4761139
HS11286.9656	HS11286:4761154-4761720
HS11286.9658	HS11286:4761717-4762292
HS11286.9660	HS11286:4762261-4762806
HS11286.9662	HS11286:4762813-4763538
HS11286.9664	HS11286:4763586-4765019
HS11286.9666	HS11286:4765042-4765329
HS11286.9668	HS11286:4765400-4765888
HS11286.9670	HS11286:4765934-4766788
HS11286.9672	HS11286:4766785-4767057
HS11286.9674	HS11286:4767121-4767846
HS11286.9676	HS11286:4767843-4768496
HS11286.9678	HS11286:4768730-4771069
HS11286.9680	HS11286:4771216-4772280
HS11286.9682	HS11286:4772445-4772609
HS11286.9684	HS11286:4772577-4773593
HS11286.9686	HS11286:4773679-4774962
HS11286.9688	HS11286:4775014-4775904
HS11286.9690	HS11286:4776620-4781080
HS11286.9692	HS11286:4781090-4782508
HS11286.9694	HS11286:4782563-4783267
HS11286.9696	HS11286:4783392-4783886
HS11286.9698	HS11286:4783890-4784528
HS11286.9700	HS11286:4784840-4785232
HS11286.9702	HS11286:4785248-4785676
HS11286.9704	HS11286:4785942-4787069
HS11286.9706	HS11286:4787260-4787658
HS11286.9708	HS11286:4787832-4789199
HS11286.9710	HS11286:4789287-4790345
HS11286.9712	HS11286:4790482-4791420
HS11286.9714	HS11286:4791835-4792305
HS11286.9716	HS11286:4792681-4792944
HS11286.9718	HS11286:4793193-4793309
HS11286.9720	HS11286:4793360-4793635
HS11286.9722	HS11286:4793715-4795622
HS11286.9724	HS11286:4795688-4796620
HS11286.9726	HS11286:4796628-4796831
HS11286.9728	HS11286:4796981-4797892
HS11286.9730	HS11286:4797928-4799373
HS11286.9732	HS11286:4799462-4803259
HS11286.9734	HS11286:4803297-4804766
HS11286.9736	HS11286:4804769-4805350
HS11286.9738	HS11286:4805358-4805846
HS11286.9740	HS11286:4805846-4806838
HS11286.9742	HS11286:4806909-4807952
HS11286.9744	HS11286:4808258-4810198
HS11286.9746	HS11286:4810278-4810469
HS11286.9748	HS11286:4810698-4811699
HS11286.9750	HS11286:4811699-4812307
HS11286.9752	HS11286:4812531-4812983
HS11286.9754	HS11286:4813006-4813473
HS11286.9756	HS11286:4813484-4814833
HS11286.9758	HS11286:4814944-4815186
HS11286.9760	HS11286:4815176-4816627
HS11286.9762	HS11286:4816639-4817520
HS11286.9764	HS11286:4817971-4818843
HS11286.9766	HS11286:4818868-4819164
HS11286.9768	HS11286:4819318-4819509
HS11286.9770	HS11286:4819512-4821173
HS11286.9772	HS11286:4821157-4821513
HS11286.9774	HS11286:4821644-4821796
HS11286.9776	HS11286:4821789-4822025
HS11286.9778	HS11286:4822232-4822531
HS11286.9780	HS11286:4822528-4822683
HS11286.9782	HS11286:4822860-4824101
HS11286.9784	HS11286:4824103-4824663
HS11286.9786	HS11286:4824715-4825881
HS11286.9788	HS11286:4826145-4826657
HS11286.9790	HS11286:4826706-4827041
HS11286.9792	HS11286:4827384-4829519
HS11286.9794	HS11286:4829519-4829884
HS11286.9796	HS11286:4829881-4830249
HS11286.9798	HS11286:4830348-4830476
HS11286.9800	HS11286:4830553-4830741
HS11286.9802	HS11286:4830734-4830913
HS11286.9804	HS11286:4831455-4832234
HS11286.9806	HS11286:4832245-4832529
HS11286.9808	HS11286:4832711-4833652
HS11286.9810	HS11286:4833745-4834971
HS11286.9812	HS11286:4835247-4835897
HS11286.9814	HS11286:4836275-4837414
HS11286.9816	HS11286:4837427-4840537
HS11286.9818	HS11286:4840831-4841052
HS11286.9820	HS11286:4841279-4841393
HS11286.9822	HS11286:4841434-4841509
HS11286.9824	HS11286:4841523-4841637
HS11286.9826	HS11286:4841737-4844636
HS11286.9828	HS11286:4844842-4846368
HS11286.9830	HS11286:4846751-4847401
HS11286.9832	HS11286:4847377-4847634
HS11286.9834	HS11286:4847631-4848449
HS11286.9836	HS11286:4848453-4849025
HS11286.9838	HS11286:4849030-4849572
HS11286.9840	HS11286:4849598-4850071
HS11286.9842	HS11286:4850043-4851167
HS11286.9844	HS11286:4851296-4851805
HS11286.9846	HS11286:4851820-4852767
HS11286.9848	HS11286:4852820-4854115
HS11286.9850	HS11286:4854129-4855505
HS11286.9852	HS11286:4855646-4856059
HS11286.9854	HS11286:4856331-4856756
HS11286.9856	HS11286:4856759-4857127
HS11286.9858	HS11286:4857236-4857622
HS11286.9860	HS11286:4857663-4858652
HS11286.9862	HS11286:4858678-4859298
HS11286.9864	HS11286:4859332-4859469
HS11286.9866	HS11286:4859738-4860094
HS11286.9868	HS11286:4860391-4861722
HS11286.9870	HS11286:4861730-4862164
HS11286.9872	HS11286:4862168-4862347
HS11286.9874	HS11286:4862351-4862854
HS11286.9876	HS11286:4862869-4863222
HS11286.9878	HS11286:4863232-4863765
HS11286.9880	HS11286:4863778-4864170
HS11286.9882	HS11286:4864204-4864509
HS11286.9884	HS11286:4864524-4865063
HS11286.9886	HS11286:4865078-4865392
HS11286.9888	HS11286:4865403-4865756
HS11286.9890	HS11286:4865940-4866194
HS11286.9892	HS11286:4866194-4866385
HS11286.9894	HS11286:4866385-4866795
HS11286.9896	HS11286:4866808-4867506
HS11286.9898	HS11286:4867524-4867856
HS11286.9900	HS11286:4867871-4868149
HS11286.9902	HS11286:4868166-4868987
HS11286.9904	HS11286:4869005-4869307
HS11286.9906	HS11286:4869304-4869909
HS11286.9908	HS11286:4869920-4870138
HS11286.9910	HS11286:4870148-4870540
HS11286.9912	HS11286:4870582-4870893
HS11286.9914	HS11286:4871277-4871762
HS11286.9916	HS11286:4871746-4872222
HS11286.9918	HS11286:4872296-4872490
HS11286.9920	HS11286:4872671-4873855
HS11286.9922	HS11286:4873925-4876039
HS11286.9924	HS11286:4876136-4876606
HS11286.9926	HS11286:4876703-4877077
HS11286.9928	HS11286:4877202-4877429
HS11286.9930	HS11286:4877497-4877856
HS11286.9932	HS11286:4877856-4878242
HS11286.9934	HS11286:4878242-4878964
HS11286.9936	HS11286:4879133-4879963
HS11286.9938	HS11286:4880186-4880404
HS11286.9940	HS11286:4880463-4881050
HS11286.9942	HS11286:4881144-4881344
HS11286.9944	HS11286:4881356-4883146
HS11286.9946	HS11286:4883148-4883711
HS11286.9948	HS11286:4883885-4885789
HS11286.9950	HS11286:4885852-4886052
HS11286.9952	HS11286:4886056-4887015
HS11286.9954	HS11286:4887012-4887230
HS11286.9956	HS11286:4887267-4888136
HS11286.9958	HS11286:4888191-4888487
HS11286.9960	HS11286:4888902-4889534
HS11286.9962	HS11286:4889586-4891664
HS11286.9964	HS11286:4891654-4892874
HS11286.9966	HS11286:4892965-4893528
HS11286.9968	HS11286:4893561-4894163
HS11286.9970	HS11286:4894153-4894320
HS11286.9972	HS11286:4894427-4894996
HS11286.9974	HS11286:4895273-4896460
HS11286.9976	HS11286:4896457-4897779
HS11286.9978	HS11286:4897855-4898025
HS11286.9980	HS11286:4898018-4900561
HS11286.9982	HS11286:4900558-4900884
HS11286.9984	HS11286:4901038-4902411
HS11286.9986	HS11286:4902484-4903488
HS11286.9988	HS11286:4903481-4904242
HS11286.9990	HS11286:4904235-4904912
HS11286.9992	HS11286:4904930-4905757
HS11286.9994	HS11286:4905836-4907122
HS11286.9996	HS11286:4907207-4908190
HS11286.9998	HS11286:4908357-4908842
HS11286.10000	HS11286:4909149-4910393
HS11286.10002	HS11286:4910699-4911127
HS11286.10004	HS11286:4911117-4911650
HS11286.10006	HS11286:4911634-4912434
HS11286.10008	HS11286:4912682-4915111
HS11286.10010	HS11286:4915165-4915731
HS11286.10012	HS11286:4916046-4918175
HS11286.10014	HS11286:4918236-4918919
HS11286.10016	HS11286:4918916-4919317
HS11286.10018	HS11286:4919336-4920220
HS11286.10020	HS11286:4920372-4920533
HS11286.10022	HS11286:4920581-4922203
HS11286.10024	HS11286:4922281-4923636
HS11286.10026	HS11286:4923633-4924352
HS11286.10028	HS11286:4924580-4925053
HS11286.10030	HS11286:4925154-4927484
HS11286.10032	HS11286:4927987-4928124
HS11286.10034	HS11286:4928153-4930471
HS11286.10036	HS11286:4930481-4930720
HS11286.10038	HS11286:4930809-4931078
HS11286.10040	HS11286:4931199-4931924
HS11286.10042	HS11286:4932047-4932685
HS11286.10044	HS11286:4932744-4933319
HS11286.10046	HS11286:4933656-4934972
HS11286.10048	HS11286:4935075-4937168
HS11286.10050	HS11286:4937179-4939569
HS11286.10052	HS11286:4940242-4942899
HS11286.10054	HS11286:4942915-4943673
HS11286.10056	HS11286:4943723-4944553
HS11286.10058	HS11286:4944604-4944933
HS11286.10060	HS11286:4945138-4946646
HS11286.10062	HS11286:4947008-4947271
HS11286.10064	HS11286:4947531-4949978
HS11286.10066	HS11286:4949996-4951429
HS11286.10068	HS11286:4951429-4952724
HS11286.10070	HS11286:4952805-4954781
HS11286.10072	HS11286:4954778-4956964
HS11286.10074	HS11286:4957203-4958309
HS11286.10076	HS11286:4958413-4958775
HS11286.10078	HS11286:4958772-4960112
HS11286.10080	HS11286:4960112-4960642
HS11286.10082	HS11286:4960823-4961818
HS11286.10084	HS11286:4961933-4962628
HS11286.10086	HS11286:4962750-4963787
HS11286.10088	HS11286:4964052-4964696
HS11286.10090	HS11286:4964943-4965419
HS11286.10092	HS11286:4965509-4967254
HS11286.10094	HS11286:4967378-4967698
HS11286.10096	HS11286:4967722-4968462
HS11286.10098	HS11286:4968459-4969529
HS11286.10100	HS11286:4969531-4970376
HS11286.10102	HS11286:4970373-4971260
HS11286.10104	HS11286:4971367-4972683
HS11286.10106	HS11286:4972956-4973324
HS11286.10108	HS11286:4973321-4973542
HS11286.10110	HS11286:4973706-4974419
HS11286.10112	HS11286:4974421-4975188
HS11286.10114	HS11286:4975185-4976462
HS11286.10116	HS11286:4976459-4977385
HS11286.10118	HS11286:4977447-4978556
HS11286.10120	HS11286:4978588-4978731
HS11286.10122	HS11286:4978710-4978946
HS11286.10124	HS11286:4978980-4979363
HS11286.10126	HS11286:4979757-4980860
HS11286.10128	HS11286:4981118-4982362
HS11286.10130	HS11286:4982510-4983775
HS11286.10132	HS11286:4983894-4985417
HS11286.10134	HS11286:4985470-4986324
HS11286.10136	HS11286:4986594-4987649
HS11286.10138	HS11286:4987642-4988310
HS11286.10140	HS11286:4988313-4989836
HS11286.10142	HS11286:4990019-4990615
HS11286.10144	HS11286:4990605-4990880
HS11286.10146	HS11286:4990894-4991244
HS11286.10148	HS11286:4991395-4992021
HS11286.10150	HS11286:4992100-4994310
HS11286.10152	HS11286:4994414-4994659
HS11286.10154	HS11286:4994866-4995531
HS11286.10156	HS11286:4995605-4996162
HS11286.10158	HS11286:4996163-4997383
HS11286.10160	HS11286:4997517-4997924
HS11286.10162	HS11286:4997937-4998566
HS11286.10164	HS11286:4998563-4998943
HS11286.10166	HS11286:4998943-4999281
HS11286.10168	HS11286:4999278-5000933
HS11286.10170	HS11286:5000933-5001835
HS11286.10172	HS11286:5001832-5003817
HS11286.10174	HS11286:5003814-5004797
HS11286.10176	HS11286:5004799-5005938
HS11286.10178	HS11286:5006335-5006841
HS11286.10180	HS11286:5006939-5007799
HS11286.10182	HS11286:5007938-5009506
HS11286.10184	HS11286:5009506-5010450
HS11286.10186	HS11286:5010447-5011280
HS11286.10188	HS11286:5011280-5012044
HS11286.10190	HS11286:5012041-5012832
HS11286.10192	HS11286:5012820-5013218
HS11286.10194	HS11286:5013556-5014569
HS11286.10196	HS11286:5014609-5015802
HS11286.10198	HS11286:5016032-5017528
HS11286.10200	HS11286:5017584-5017805
HS11286.10202	HS11286:5018302-5018739
HS11286.10204	HS11286:5019020-5020468
HS11286.10206	HS11286:5020614-5021366
HS11286.10208	HS11286:5021374-5023416
HS11286.10210	HS11286:5023599-5024870
HS11286.10212	HS11286:5025064-5025906
HS11286.10214	HS11286:5025979-5027331
HS11286.10216	HS11286:5027384-5028046
HS11286.10218	HS11286:5028134-5029282
HS11286.10220	HS11286:5029522-5031174
HS11286.10222	HS11286:5031241-5031774
HS11286.10224	HS11286:5031809-5032567
HS11286.10226	HS11286:5032687-5033586
HS11286.10228	HS11286:5033693-5034724
HS11286.10230	HS11286:5034996-5036318
HS11286.10232	HS11286:5036356-5038407
HS11286.10234	HS11286:5038424-5038609
HS11286.10236	HS11286:5038602-5039531
HS11286.10238	HS11286:5039586-5041088
HS11286.10240	HS11286:5041308-5042594
HS11286.10242	HS11286:5042751-5044757
HS11286.10244	HS11286:5044794-5044910
HS11286.10246	HS11286:5045000-5048476
HS11286.10248	HS11286:5048458-5049567
HS11286.10250	HS11286:5049571-5051916
HS11286.10252	HS11286:5051927-5054545
HS11286.10254	HS11286:5054542-5055273
HS11286.10256	HS11286:5055285-5055473
HS11286.10258	HS11286:5055642-5057195
HS11286.10260	HS11286:5057195-5057392
HS11286.10262	HS11286:5057389-5059068
HS11286.10264	HS11286:5059176-5060177
HS11286.10266	HS11286:5060189-5060665
HS11286.10268	HS11286:5060665-5064717
HS11286.10270	HS11286:5064714-5067149
HS11286.10272	HS11286:5067146-5069257
HS11286.10274	HS11286:5069277-5070068
HS11286.10276	HS11286:5070070-5070609
HS11286.10278	HS11286:5070927-5071106
HS11286.10280	HS11286:5071125-5072138
HS11286.10282	HS11286:5072135-5073118
HS11286.10284	HS11286:5073129-5074031
HS11286.10286	HS11286:5074041-5074976
HS11286.10288	HS11286:5075195-5076775
HS11286.10290	HS11286:5077442-5078227
HS11286.10292	HS11286:5078284-5078805
HS11286.10294	HS11286:5078967-5079043
HS11286.10296	HS11286:5079163-5080557
HS11286.10298	HS11286:5080749-5082422
HS11286.10300	HS11286:5082665-5083870
HS11286.10302	HS11286:5084112-5084693
HS11286.10304	HS11286:5084899-5085480
HS11286.10306	HS11286:5085458-5085898
HS11286.10308	HS11286:5085867-5088197
HS11286.10310	HS11286:5088365-5089027
HS11286.10312	HS11286:5089036-5089152
HS11286.10314	HS11286:5089131-5090147
HS11286.10316	HS11286:5090259-5091008
HS11286.10318	HS11286:5091012-5091947
HS11286.10320	HS11286:5092052-5093332
HS11286.10322	HS11286:5093357-5094328
HS11286.10324	HS11286:5094437-5095147
HS11286.10326	HS11286:5095588-5096943
HS11286.10328	HS11286:5097189-5097479
HS11286.10330	HS11286:5097732-5097944
HS11286.10332	HS11286:5098043-5099662
HS11286.10334	HS11286:5099964-5100116
HS11286.10336	HS11286:5100442-5102511
HS11286.10338	HS11286:5102521-5103432
HS11286.10340	HS11286:5103560-5103859
HS11286.10342	HS11286:5104039-5105034
HS11286.10344	HS11286:5105061-5105507
HS11286.10346	HS11286:5105539-5105910
HS11286.10348	HS11286:5106079-5107533
HS11286.10350	HS11286:5107626-5108948
HS11286.10352	HS11286:5109383-5110438
HS11286.10354	HS11286:5110503-5112044
HS11286.10356	HS11286:5112022-5113203
HS11286.10358	HS11286:5113436-5114614
HS11286.10360	HS11286:5114652-5115215
HS11286.10362	HS11286:5115785-5117818
HS11286.10364	HS11286:5117989-5119245
HS11286.10366	HS11286:5119288-5119773
HS11286.10368	HS11286:5120018-5121859
HS11286.10370	HS11286:5121856-5123244
HS11286.10372	HS11286:5123350-5123958
HS11286.10374	HS11286:5124065-5125201
HS11286.10376	HS11286:5125205-5125573
HS11286.10378	HS11286:5126112-5128019
HS11286.10380	HS11286:5128120-5129268
HS11286.10382	HS11286:5129268-5129864
HS11286.10384	HS11286:5129853-5130077
HS11286.10386	HS11286:5130350-5130712
HS11286.10388	HS11286:5130998-5132653
HS11286.10390	HS11286:5132650-5133423
HS11286.10392	HS11286:5133423-5134607
HS11286.10394	HS11286:5134700-5135173
HS11286.10396	HS11286:5135255-5136076
HS11286.10398	HS11286:5136150-5137169
HS11286.10400	HS11286:5137169-5137636
HS11286.10402	HS11286:5137697-5137948
HS11286.10404	HS11286:5138053-5138484
HS11286.10406	HS11286:5138730-5140274
HS11286.10408	HS11286:5140284-5141555
HS11286.10410	HS11286:5141559-5142506
HS11286.10412	HS11286:5142512-5143249
HS11286.10414	HS11286:5143469-5144494
HS11286.10416	HS11286:5144507-5145700
HS11286.10418	HS11286:5145914-5146846
HS11286.10420	HS11286:5146886-5147914
HS11286.10422	HS11286:5147918-5148889
HS11286.10424	HS11286:5148889-5149797
HS11286.10426	HS11286:5149775-5150944
HS11286.10428	HS11286:5150988-5151710
HS11286.10430	HS11286:5151778-5152746
HS11286.10432	HS11286:5152768-5153133
HS11286.10434	HS11286:5153152-5154114
HS11286.10436	HS11286:5154226-5155302
HS11286.10438	HS11286:5155299-5156426
HS11286.10440	HS11286:5156429-5157523
HS11286.10442	HS11286:5157553-5158542
HS11286.10444	HS11286:5158634-5159908
HS11286.10446	HS11286:5159908-5160684
HS11286.10448	HS11286:5160681-5161160
HS11286.10450	HS11286:5161348-5162157
HS11286.10452	HS11286:5162293-5162460
HS11286.10454	HS11286:5162481-5162681
HS11286.10456	HS11286:5162934-5163599
HS11286.10458	HS11286:5163769-5164986
HS11286.10460	HS11286:5164964-5165422
HS11286.10462	HS11286:5165547-5166143
HS11286.10464	HS11286:5166191-5166832
HS11286.10466	HS11286:5166943-5167698
HS11286.10468	HS11286:5167756-5168850
HS11286.10470	HS11286:5168882-5169373
HS11286.10472	HS11286:5169599-5170102
HS11286.10474	HS11286:5170325-5170576
HS11286.10476	HS11286:5170569-5171456
HS11286.10478	HS11286:5171455-5171586
HS11286.10480	HS11286:5171624-5173324
HS11286.10482	HS11286:5173641-5173754
HS11286.10484	HS11286:5173824-5174687
HS11286.10486	HS11286:5174705-5174824
HS11286.10488	HS11286:5174870-5175616
HS11286.10490	HS11286:5175619-5176677
HS11286.10492	HS11286:5176733-5177983
HS11286.10494	HS11286:5178258-5178875
HS11286.10496	HS11286:5178881-5180557
HS11286.10498	HS11286:5180816-5181439
HS11286.10500	HS11286:5181494-5181769
HS11286.10502	HS11286:5181788-5183908
HS11286.10504	HS11286:5183913-5184602
HS11286.10506	HS11286:5184608-5186689
HS11286.10508	HS11286:5186738-5187748
HS11286.10510	HS11286:5187899-5188645
HS11286.10512	HS11286:5188646-5189074
HS11286.10514	HS11286:5189187-5189789
HS11286.10516	HS11286:5189899-5190666
HS11286.10518	HS11286:5190759-5192063
HS11286.10520	HS11286:5192128-5192898
HS11286.10522	HS11286:5193061-5194050
HS11286.10524	HS11286:5194202-5194441
HS11286.10526	HS11286:5194890-5195741
HS11286.10528	HS11286:5195763-5197274
HS11286.10530	HS11286:5197389-5198591
HS11286.10532	HS11286:5198669-5198782
HS11286.10534	HS11286:5198876-5200267
HS11286.10536	HS11286:5200408-5202123
HS11286.10538	HS11286:5202371-5203930
HS11286.10540	HS11286:5203943-5205322
HS11286.10542	HS11286:5205369-5206091
HS11286.10544	HS11286:5206247-5208565
HS11286.10546	HS11286:5208578-5209972
HS11286.10548	HS11286:5210265-5210355
HS11286.10550	HS11286:5210526-5210993
HS11286.10552	HS11286:5211106-5212113
HS11286.10554	HS11286:5212115-5212405
HS11286.10556	HS11286:5212456-5213154
HS11286.10558	HS11286:5213527-5214576
HS11286.10560	HS11286:5214573-5215526
HS11286.10562	HS11286:5215548-5216327
HS11286.10564	HS11286:5216493-5217053
HS11286.10566	HS11286:5217043-5217897
HS11286.10568	HS11286:5217922-5218731
HS11286.10570	HS11286:5218860-5219765
HS11286.10572	HS11286:5219882-5220418
HS11286.10574	HS11286:5220439-5220909
HS11286.10576	HS11286:5220912-5221538
HS11286.10578	HS11286:5221577-5222548
HS11286.10580	HS11286:5222545-5224038
HS11286.10582	HS11286:5224119-5224766
HS11286.10584	HS11286:5225091-5225210
HS11286.10586	HS11286:5225396-5225812
HS11286.10588	HS11286:5225787-5225903
HS11286.10590	HS11286:5225863-5225985
HS11286.10592	HS11286:5226294-5227316
HS11286.10594	HS11286:5227316-5230423
HS11286.10596	HS11286:5230427-5231791
HS11286.10598	HS11286:5231837-5233000
HS11286.10600	HS11286:5233163-5234065
HS11286.10602	HS11286:5234090-5235523
HS11286.10604	HS11286:5235639-5236577
HS11286.10606	HS11286:5236699-5236974
HS11286.10608	HS11286:5236978-5237841
HS11286.10610	HS11286:5237844-5238899
HS11286.10612	HS11286:5238930-5239643
HS11286.10614	HS11286:5239640-5240380
HS11286.10616	HS11286:5240508-5241734
HS11286.10618	HS11286:5241731-5242993
HS11286.10620	HS11286:5243007-5244377
HS11286.10622	HS11286:5244589-5245530
HS11286.10624	HS11286:5245824-5246138
HS11286.10626	HS11286:5246150-5247472
HS11286.10628	HS11286:5247570-5247872
HS11286.10630	HS11286:5248017-5249396
HS11286.10632	HS11286:5249776-5250183
HS11286.10634	HS11286:5250196-5250573
HS11286.10636	HS11286:5250576-5251436
HS11286.10638	HS11286:5251436-5252548
HS11286.10640	HS11286:5252554-5253567
HS11286.10642	HS11286:5253746-5254465
HS11286.10644	HS11286:5254607-5255710
HS11286.10646	HS11286:5255720-5256529
HS11286.10648	HS11286:5256526-5257719
HS11286.10650	HS11286:5257930-5258289
HS11286.10652	HS11286:5258369-5258596
HS11286.10654	HS11286:5258726-5259178
HS11286.10656	HS11286:5259315-5260706
HS11286.10658	HS11286:5260852-5262180
HS11286.10660	HS11286:5262192-5263667
HS11286.10662	HS11286:5263685-5264278
